3307301,"S-2",49.4,-17.3,0,0,-2,5,0
0,2,1,730,-1,330
32.0651,"LMa1987","NIST2.1.1"
3307601,"Se-2",48.116,-15,0,0,-2,0,0
0,2,1,760,-1,330
78.9521,"SCD3.02 (1968 DKa)","MTQ3.11"
8713300,"Tl+3",0,3.291,0,0,3,0,0
0,3,1,871,-3,2,3,330
204.3828,"NIST46.3","MTQ3.11"
3600000,"Hg (aq)",-45.735,6.5667,0,0,0,0,0
0,2,.5,360,1,1
200.59,"NIST2.1.1","NIST2.1.1"
3613300,"Hg+2",-39.72,6.194,0,0,2,0,0
0,3,1,361,-2,2,2,330
200.5852,"NIST46.3","NIST46.3"
2113300,"Cr+3",-129.62,9.5688,0,0,3,0,0
0,3,1,211,-2,2,2,330
51.996,"NIST46.3","NIST46.3"
3300020,"OH-",55.81,-13.997,0,0,-1,3.5,0
0,2,1,2,-1,330
17.0074,"NIST46.4","NIST46.4"
7903301,"Sn+2",0,7.094,0,0,2,0,0
0,3,1,790,-2,2,2,330
118.7098,"NIST46.4","MTQ3.11"
7903302,"SnOH+",0,3.697,0,0,1,0,0
0,3,1,790,-1,2,1,330
135.7172,"NIST46.4","MTQ3.11"
7903303,"Sn(OH)3-",0,-9.497,0,0,-1,0,0
0,3,1,790,1,2,-1,330
169.732,"NIST46.4","MTQ3.11"
7903304,"Sn2(OH)2+2",0,9.394,0,0,2,0,0
0,3,2,790,-2,2,2,330
271.4344,"NIST46.4","MTQ3.11"
7903305,"Sn3(OH)4+2",0,14.394,0,0,2,0,0
0,3,3,790,-2,2,2,330
424.159,"NIST46.4","MTQ3.11"
7903306,"HSnO2-",0,-8.9347,0,0,-1,0,0
0,2,1,790,-1,330
151.7167,"Bard85","MTQ3.11"
7913301,"Sn+4",0,21.2194,0,0,4,0,0
0,3,1,791,-6,2,6,330
118.7094,"Bard85","MTQ3.11"
7913302,"SnO3-2",0,-2.2099,0,0,-2,0,0
0,2,1,791,-3,2
166.7079,"Bard85","MTQ3.11"
6003300,"PbOH+",0,-7.597,0,0,1,0,0
0,3,1,600,1,2,-1,330
224.2074,"NIST46.3","MTQ3.11"
6003301,"Pb(OH)2 (aq)",0,-17.094,0,0,0,0,0
0,3,1,600,2,2,-2,330
241.2148,"NIST46.3","MTQ3.11"
6003302,"Pb(OH)3-",0,-28.091,0,0,-1,0,0
0,3,1,600,3,2,-3,330
258.2222,"NIST46.3","MTQ3.11"
6003303,"Pb2OH+3",0,-6.397,0,0,3,0,0
0,3,2,600,1,2,-1,330
431.4074,"NIST46.3","MTQ3.11"
6003304,"Pb3(OH)4+2",115.24,-23.888,0,0,2,0,0
0,3,3,600,4,2,-4,330
689.6296,"NIST46.3","NIST46.3"
6003305,"Pb(OH)4-2",0,-39.699,0,0,-2,0,0
0,3,1,600,4,2,-4,330
275.2296,"MTQ3.11","MTQ3.11"
6003306,"Pb4(OH)4+4",88.24,-19.988,0,0,4,0,0
0,3,4,600,4,2,-4,330
896.8296,"NIST46.4","NIST46.4"
902700,"BF(OH)3-",7.7404,-.399,0,0,-1,2.5,0
0,2,1,90,1,270
80.8314,"MTQ3.11","MTQ3.11"
902701,"BF2(OH)2-",6.8408,7.63,0,0,-1,2.5,0
0,4,1,90,2,270,-1,2,1,330
82.8224,"MTQ3.11","MTQ3.11"
902702,"BF3OH-",-20.4897,13.22,0,0,-1,2.5,0
0,4,1,90,3,270,-2,2,2,330
84.8134,"NIST2.1.1","NIST2.1.1"
303300,"AlOH+2",47.81,-4.997,0,0,2,5.4,0
0,3,1,30,1,2,-1,330
43.9889,"NIST46.3","NIST46.3"
303301,"Al(OH)2+",0,-10.094,0,0,1,5.4,0
0,3,1,30,2,2,-2,330
60.9963,"NIST46.3","MTQ3.11"
303303,"Al(OH)3 (aq)",0,-16.791,0,0,0,0,0
0,3,1,30,3,2,-3,330
78.0037,"NIST46.3","MTQ3.11"
303302,"Al(OH)4-",173.24,-22.688,0,0,-1,4.5,0
0,3,1,30,4,2,-4,330
95.0111,"NIST46.3","NIST46.3"
8703300,"TlOH (aq)",56.81,-13.207,0,0,0,0,0
0,3,1,870,1,2,-1,330
221.3904,"NIST46.3","NIST46.3"
8713301,"TlOH+2",0,2.694,0,0,2,0,0
0,3,1,871,-2,2,2,330
221.3902,"NIST46.3","NIST46.3"
8713302,"Tl(OH)2+",0,1.897,0,0,1,0,0
0,3,1,871,-1,2,1,330
238.3976,"NIST46.3","MTQ3.11"
8713303,"Tl(OH)4-1",0,-11.697,0,0,-1,0,0
0,3,1,871,1,2,-1,330
272.4124,"NIST46.3","MTQ3.11"
